id,organization_id,program_id,name,alternate_name,description,url,email,status,interpretation_services,application_process,wait_time,fees,accreditations,licenses
68086,25516,,Lawyer Referral Service,,Lawyer referral service,,,,,"Telephone

    Online",,Flat fee regardless of income,,
68081,25196,,Lawyer Referral Service,,Lawyer referral service,,,,,"Telephone

    Online",,Free to everyone,,
68076,25506,,Lawyer Referral Service,,Lawyer referral service,,,,,,,Free to everyone,,
68071,25561,,Lawyer Referral Service,,Lawyer referral service,,,,,Telephone,,Free to everyone,,
68066,25741,,Lawyer Referral Service,,Lawyer referral service,,,,,,,Free to everyone,,
68056,25911,,Lawyer Referral Service,,Lawyer referral service,,,,,Online,,Flat fee regardless of income,,
67401,25896,,Lawyer Referral Service,,Lawyer referral service,,,,,,,Flat fee regardless of income,,
64196,25251,,Free legal help for seniors in Scott County,,Direct representation,,,,,Telephone,,Free to everyone,,
64186,25251,,Free legal help for seniors in Sangamon County,,Direct representation,,,,,Telephone,,Free to everyone,,
64176,25251,,Free legal help for seniors in Morgan County,,Direct representation,,,,,Telephone,,Free to everyone,,
63846,25251,,Free legal help for seniors in Montgomery County,,Direct representation,,,,,Telephone,,Free to everyone,,
63516,25251,,Free legal help for seniors in Menard County,,Direct representation,,,,,Telephone,,Free to everyone,,
61876,25921,,Free legal information and forms in Williamson County,,Legal self-help center,,,,,,,Free to everyone,,
61871,25921,,Free legal information and forms in Williamson County,,Legal self-help center,,,,,,,Free to everyone,,
60891,24761,,Free legal information and forms in Crawford County,,Legal self-help center,,,,,,,Free to everyone,,
54736,25251,,Free legal help for seniors in Mason County,,Direct representation,,,,,Telephone,,Free to everyone,,
54726,25251,,Free legal help for seniors in Macoupin County,,Direct representation,,,,,Telephone,,Free to everyone,,
54716,25251,,Free legal help for seniors in Logan County,,Direct representation,,,,,Telephone,,Free to everyone,,
54696,25251,,Free legal help for seniors in Jersey County,,Direct representation,,,,,Telephone,,Free to everyone,,
54681,25251,,Free legal help for seniors in Greene County,,Direct representation,,,,,Telephone,,Free to everyone,,
54341,25251,,Free legal help for seniors in Christian County,,Direct representation,,,,,Telephone,,Free to everyone,,
53951,24546,,Criminal records advice desk at Markham Courthouse,,Direct representation,,,,,Walk-in,,Free to everyone,,
53301,24876,,Special education helpline,,Direct representation,,,,,"Telephone

    Online",,Free to everyone,,
53296,24876,,Free legal services to people with disabilities,,Direct representation,,,,,"Telephone

    Online",,Free to everyone,,
52971,24851,,Free legal information and forms in Edwards County,,Legal self-help center,,,,,,,Free to everyone,,
51961,25251,,Free legal help for seniors in Cass County,,Direct representation,,,,,Telephone,,Free to everyone,,
51936,51926,,Free legal information and forms in DuPage County,,Legal self-help center,https://www.dupageco.org/lawlibrary/,,,,,,Free to everyone,,
51911,24546,,Chicago legal advocacy for incarcerated mothers (CLAIM),,Direct representation,,,,,Telephone,,Free to everyone,,
51906,25581,,Free legal information and forms in Piatt County,,Legal self-help center,,,,,,,Free to everyone,,
51871,25221,,Free legal information and forms in Kendall County,,Legal self-help center,http://www.co.kendall.il.us/circuit-clerk/,,,,,,Free to everyone,,
51846,24766,,Free legal information and forms in Cumberland County,,Legal self-help center,https://www.facebook.com/Sumpter-Township-Public-Library-182040942142723/,,,,,,Free to everyone,,
51821,25581,,Free legal information and forms in Piatt  County,,Legal self-help center,https://www.facebook.com/BlueRidgeTwpPublicLibrary/,,,,,,Free to everyone,,
51751,25581,,Free legal information and forms in Piatt County,,Legal self-help center,http://www.hopeweltylibrary.com/,,,,,,Free to everyone,,
51731,25581,,Free legal information and forms in Piatt County,,Legal self-help center,http://www.ahlibrary.com/,,,,,,Free to everyone,,
51721,25581,,Free legal information and forms in Piatt County,,Legal self-help center,http://monticellolibrary.org/,,,,,,Free to everyone,,
51716,25726,,Free legal information and forms in Shelby County,,Legal self-help center,https://www.facebook.com/Moweaqua-Public-Library-1398954943724799/,,,,,,Free to everyone,,
51706,25726,,Free legal information and forms in Shelby County,,Legal self-help center,http://drypointtownshiplibrary.org/Dry_Point_Township_Library/Home.html,,,,,,Free to everyone,,
51671,25726,,Free legal information and forms in Shelby County,,Legal self-help center,https://www.facebook.com/pg/herricktownshiplibrary/about/?ref=page_internal,,,,,,Free to everyone,,
51661,25726,,Free legal information and forms in Shelby County,,Legal self-help center,http://shelbyville.lib.il.us/,,,,,,Free to everyone,,
51646,25696,,Free legal information and forms in Scott County,,Legal self-help center,https://www.facebook.com/Winchester-Public-Library-111755365528686/,,,,,,Free to everyone,,
51616,25676,,Free legal information and forms in Saline County,,Legal self-help center,http://www.eldoradomemoriallibrary.com/,,,,,,Free to everyone,,
51596,25676,,Free legal information and forms in Saline  County,,Legal self-help center,http://www.harrisburglibrary.org/,,,,,,Free to everyone,,
51586,25661,,Free legal information and forms in Rock Island County,,Legal self-help center,http://www.rockislandcounty.org/Home.aspx,,,,,,Free to everyone,,
51576,25656,,Free legal information and forms in Richland County,,Legal self-help center,http://olneypubliclibrary.org/,,,,,,Free to everyone,,
51561,25641,,Free legal information and forms in Randolph County,,Legal self-help center,http://www.chesterpubliclibrary.com/,,,,,,Free to everyone,,
51556,25631,,Free legal information and forms in Putnam County,,Legal self-help center,http://www.co.putnam.il.us/,,,,,,Free to everyone,,
51551,25626,,Free legal information and forms in Pulaski County,,Legal self-help center,https://www.facebook.com/Mounds-Public-Library-1456307834672359/timeline,,,,,,Free to everyone,,
51546,25591,,Free legal information and forms in Pope County,,Legal self-help center,http://golcondapubliclibrary.tripod.com/index.html,,,,,,Free to everyone,,
51536,25571,,Free legal information and forms in Perry County,,Legal self-help center,http://duquoinlibrary.org/,,,,,,Free to everyone,,
51526,25571,,Free legal information and forms in Perry County,,Legal self-help center,http://pinckneyvillelibrary.com/,,,,,,Free to everyone,,
51521,25566,,Free legal information and forms in Peoria County,,Legal self-help center,http://10thcircuitcourtil.org/175/Self-Help-Information,,,,,,Free to everyone,,
51516,25541,,Free legal information and forms in Ogle County,,Legal self-help center,http://oglecounty.org/,,,,,,Free to everyone,,
51511,25481,,Free legal information and forms in Moultrie County,,Legal self-help center,http://www.lovingtonpld.us,,,,,,Free to everyone,,
51501,25481,,Free legal information and forms in Moultrie County,,Legal self-help center,http://marrowbonepld.com/,,,,,,Free to everyone,,
51491,25481,,Free legal information and forms in Moultrie County,,Legal self-help center,http://www.arthurlibrary.org/,,,,,,Free to everyone,,
51476,25476,,Free legal information and forms in Morgan County,,Legal self-help center,http://www.jaxpl.org/,,,,,,Free to everyone,,
51466,25471,,Free legal information and forms in Montgomery County,,Legal self-help center,http://www.doylepubliclibrary.org/,,,,,,Free to everyone,,
51456,25471,,Free legal information and forms in Montgomery County,,Legal self-help center,http://www.montgomerycountymd.gov/circuitcourt/court/lawlibrary/lawlibrary.html,,,,,,Free to everyone,,
51451,25471,,Free legal information and forms in Montgomery County,,Legal self-help center,http://www.litchfieldpubliclibrary.org/,,,,,,Free to everyone,,
51431,25471,,Free legal information and forms in Montgomery County,,Legal self-help center,http://www.montgomerycountymd.gov/circuitcourt/court/lawlibrary/lawlibrary.html,,,,,,Free to everyone,,
51426,25436,,Free legal information and forms in McLean County,,Legal self-help center,http://mcleancountyil.gov/,,,,,,Free to everyone,,
51421,25431,,Free legal information and forms in McHenry County,,Legal self-help center,https://www.co.mchenry.il.us/home,,,,,,Free to everyone,,
51416,25426,,Free legal information and forms in McDonough County,,Legal self-help center,http://wiu.edu/libraries/info/malpassLibrary.php,,,,,,Free to everyone,,
51401,25426,,Free legal information and forms in McDonough County,,Legal self-help center,,,,,,,Free to everyone,,
51371,25426,,Free legal information and forms in McDonough County,,Legal self-help center,https://www.facebook.com/Blandinsville-Hire-District-Library-193826953981737/,,,,,,Free to everyone,,
51361,25426,,Free legal information and forms in McDonough County,,Legal self-help center,http://www.macomb.lib.il.us/,,,,,,Free to everyone,,
51356,25421,,Free legal information and forms in Massac County,,Legal self-help center,http://www.metropolispubliclibrary.com/,,,,,,Free to everyone,,
51351,25416,,Free legal information and forms in Mason County,,Legal self-help center,http://www.havana.lib.il.us/,,,,,,Free to everyone,,
51346,25411,,Free legal information and forms in Marshall County,,Legal self-help center,https://laconlibrary.wordpress.com/,,,,,,Free to everyone,,
51341,25401,,Free legal information and forms in Marion County,,Legal self-help center,,,,,,,Free to everyone,,
51331,25401,,Free legal information and forms in Marion County,,Legal self-help center,http://www.centralialibrary.org/,,,,,,Free to everyone,,
51321,25401,,Free legal information and forms in Marion County,,Legal self-help center,http://www.salembbl.lib.il.us/,,,,,,Free to everyone,,
51316,25391,,Free legal information and forms in Madison County,,Legal self-help center,http://www.co.madison.il.us/,,,,,,Free to everyone,,
51306,25386,,Free legal information and forms in Macoupin County,,Legal self-help center,http://www.carlinvillelibrary.org/,,,,,,Free to everyone,,
51301,25381,,Free legal information and forms in Macon County,,Legal self-help center,http://cclerk.co.macon.il.us/Home.aspx,,,,,,Free to everyone,,
51291,25341,,Free legal information and forms in Logan County,,Legal self-help center,http://www.mtpulaskiil.com/mtpulaskiilWEBsite/library/libraryp1.htm,,,,,,Free to everyone,,
51281,25341,,Free legal information and forms in Logan County,,Legal self-help center,http://www.lincolnpubliclibrary.org/,,,,,,Free to everyone,,
51276,25596,,Wheaton Office - Legal help for seniors,,Direct representation,,,,,"Telephone

    Online through IllinoisLegalAid.org",,Free to everyone,,
51271,25331,,Free legal information and forms in Livingston County,,Legal self-help center,http://www.dominymemoriallibrary.org/,,,,,,Free to everyone,,
51261,25596,,Wheaton Office - Legal help for people affected by HIV/AIDS,,Direct representation,,,,,"Telephone

    Online through IllinoisLegalAid.org",,Free to eligible persons/entities,,
51256,25596,,Wheaton Office - Legal help for homelessness issues,,Direct representation,,,,,"Telephone

    Online through IllinoisLegalAid.org",,Free to everyone,,
51251,25331,,Free legal information and forms in Livingston County,,Legal self-help center,http://www.odelllibrary.com/,,,,,,Free to everyone,,
51241,25331,,Free legal information and forms in Livingston County,,Legal self-help center,http://www.pontiac.org/index.aspx?nid=505,,,,,,Free to everyone,,
51236,25301,,Free legal information and forms in Lee County,,Legal self-help center,http://www.leecountyil.com/,,,,,,Free to everyone,,
51226,25301,,Free legal information and forms in Lee County,,Legal self-help center,http://www.discoverdixon.org/library.html,,,,,,Free to everyone,,
51196,25221,,Free legal information and forms in Kendall County,,Legal self-help center,http://www.cbplib.us/,,,,,,Free to everyone,,
51181,25221,,Free legal information and forms in Kendall County,,Legal self-help center,http://www.planolibrary.info/,,,,,,Free to everyone,,
51156,25221,,Free legal information and forms in Kendall County,,Legal self-help center,http://www.oswego.lib.il.us/,,,,,,Free to everyone,,
51136,25221,,Free legal information and forms in Kendall County,,Legal self-help center,http://www.yorkville.lib.il.us/,,,,,,Free to everyone,,
51081,25746,,Legal information and forms in St. Clair County,,Legal self-help center,http://www.circuitclerk.co.st-clair.il.us/Pages/default.aspx,,,,,,Free to everyone,,
51036,25281,,Free legal information and forms in Lawrence County,,Legal self-help center,http://www.lawpubliclibrary.org/,,,,,,Free to everyone,,
50981,25256,,Free legal information and forms in LaSalle County,,Legal self-help center,http://lasallecounty.com/,,,,,,Free to everyone,,
50931,25241,,Free legal information and forms in Lake County,,Legal self-help center,http://www.19thcircuitcourt.state.il.us/1259/Law-Library,,,,,,Free to everyone,,
50861,25226,,Free legal information and forms in Knox  County,,Legal self-help center,http://galesburglibrary.org/,,,,,,Free to everyone,,
50781,25216,,Free legal information and forms in Kankakee County,,Legal self-help center,http://www.co.kankakee.il.us/,,,,,,Free to everyone,,
50661,25751,,Free legal information and forms in Stark County,,Legal self-help center,http://www.toulonpld.org/,,,,,,Free to everyone,,
50631,25756,,Free legal information and forms in Stephenson County,,Legal self-help center,http://www.freeportpubliclibrary.org/,,,,,,Free to everyone,,
50616,25856,,Free legal information and forms for Vermilion County,,Legal self-help center,http://hooplib.org/,,,,,,Free to everyone,,
50456,25856,,Free legal information and forms for Vermilion County,,Legal self-help center,http://www.danville.lib.il.us/index.html,,,,,,Free to everyone,,
50351,25796,,Small business solution station,,Direct representation,,,,,Walk-in,,Free to everyone,,
50346,25796,,Employer hotline,,Direct representation,,,,,Email,,Free to everyone,,
50316,25796,,Legal services for small businesses,,Direct representation,,,,,Telephone,,Free to eligible persons/entities,,
50306,25201,,Free legal information and forms in Kane County,,Legal self-help center,http://www.kclawlibrary.org/,,,,,,Free to everyone,,
50281,25171,,Free legal information and forms in Johnson County,,Legal self-help center,,,,,,,Free to everyone,,
50241,25146,,Free legal information and forms in Jo Daviess County,,Legal self-help center,http://www.galenalibrary.org/online/,,,,,,Free to everyone,,
50226,25141,,Free legal information and forms in Jersey County,,Legal self-help center,http://www.jerseyvillelibrary.org/,,,,,,Free to everyone,,
50206,25136,,Free legal information and forms in Jefferson County,,Legal self-help center,http://mtvbrehm.org/,,,,,,Free to everyone,,
50156,25796,,Legal services for nonprofits,,Direct representation,,,,,Telephone,,Free to everyone,,
49961,24886,,Spanish intake line for people being investigated by DCFS,,Direct representation,,,,,Telephone,,Sliding scale based on income,,
49956,24886,,Expedited intake line for people being investigated by DCFS,,Direct representation,,,,,Telephone,,Sliding scale based on income,,
49951,24886,,Legal advice for people being investigated by DCFS,,Direct representation,,,,,Telephone,,Sliding scale based on income,,
49946,24886,,Legal services for people being investigated by DCFS,,Direct representation,,,,,Telephone,,Sliding scale based on income,,
49941,25871,,Free legal information and forms in Wabash County,,Legal self-help center,http://mtcarmelpubliclibrary.weebly.com/,,,,,,Free to everyone,,
49936,25876,,Free legal information and forms in Warren County,,Legal self-help center,http://www.wcplibrary.org/,,,,,,Free to everyone,,
49931,25901,,Free legal information and forms in White County,,Legal self-help center,https://www.facebook.com/Norris-City-Memorial-Public-Library-856118431092133/,,,,,,Free to everyone,,
49921,25901,,Free legal information and forms in White County,,Legal self-help center,http://www.cityofcarmi.org/carmi-public-library/,,,,,,Free to everyone,,
49916,25906,,Free legal information and forms in Whiteside County,,Legal self-help center,http://www.youseemore.com/sterling/default.asp,,,,,,Free to everyone,,
49906,25906,,Free legal information and forms in Whiteside County,,Legal self-help center,http://odellpubliclibrary.com/wp/,,,,,,Free to everyone,,
49901,24656,,Visitation at Old Saint Mary's Church,,Direct representation,,,,,Telephone,,Free to eligible persons/entities,,
49891,24656,,Trinity United Church of Christ legal clinic,,Direct representation,,,,,Walk-in,,Free to eligible persons/entities,,
49881,24656,,Tressler LLP legal clinic at First Congregational Church of LaGrange,,Direct representation,,,,,Walk-in,,Free to eligible persons/entities,,
49871,24656,,Tressler LLP/Saint Malachy + Precious Blood Church legal clinic,,Direct representation,,,,,Telephone,,Free to eligible persons/entities,,
49861,24656,,ThunderDome Divorce Clinic,,Direct representation,,,,,Telephone,,Free to eligible persons/entities,,
49816,24656,,Southeast legal clinic,,Direct representation,,,,,Telephone,,Free to eligible persons/entities,,
49771,24656,,South Asian legal clinic,,Direct representation,,,,,Telephone,,Free to eligible persons/entities,,
49741,24656,,Sidley Austin/Salvation Army legal clinic,,Direct representation,,,,,Telephone,,Free to eligible persons/entities,,
49726,24656,,Schiff Hardin / How Inc. legal clinic,,Direct representation,,,,,Walk-in,,Free to eligible persons/entities,,
49646,24656,,Our Lady of Mercy/Saint Clements Church legal clinic,,Direct representation,,,,,Telephone,,Free to eligible persons/entities,,
49636,24656,,Old Saint Pat's/Saint Agatha legal clinic,,Direct representation,,,,,"Telephone

    Walk-in",,Free to eligible persons/entities,,
49626,24656,,Locke Lord/Saint Procopius Church legal clinic,,Direct representation,,,,,Telephone,,Free to eligible persons/entities,,
49591,24656,,Legal Prep Academy legal services,,Direct representation,,,,,Telephone,,Free to eligible persons/entities,,
49416,25931,,Free legal information and forms for Woodford County,,Legal self-help center,http://ipdpl.org/,,,,,,Free to everyone,,
49411,25931,,Free legal information and forms for Woodford County,,Legal self-help center,http://www.elpasopubliclibrary.net/,,,,,,Free to everyone,,
49396,25931,,Free legal information and forms in Woodford County,,Legal self-help center,http://www.eurekapl.org/,,,,,,Free to everyone,,
49391,24656,,K&L Gates / Saint Peter's Church legal clinic,,Direct representation,,,,,Telephone,,Free to eligible persons/entities,,
49381,24656,,JUF/JCLS community legal services,,Direct representation,,,,,Telephone,,Free to eligible persons/entities,,
49371,24656,,Housing Forward/Saint John's Lutheran Church legal clinic,,Direct representation,,,,,Walk-in,,Free to eligible persons/entities,,
49361,24656,,Hellenic legal assistance services,,Direct representation,,,,,"Telephone

    Walk-in",,Free to eligible persons/entities,,
49351,24656,,Drinker Biddle and Reath at Erie Community Center,,Direct representation,,,,,Telephone,,Free to eligible persons/entities,,
49341,24656,,Chinatown pro bono legal clinic,,Direct representation,,,,,Walk-in,,Free to eligible persons/entities,,
49336,24656,,The Ark legal clinic,,Direct representation,,,,,Telephone,,Free to eligible persons/entities,,
49326,24656,,APNA GHAR family law clinic,,Direct representation,,,,,Telephone,,Free to eligible persons/entities,,
49316,24656,,Jane Addams legal clinic,,Direct representation,,,,,Telephone,,Free to eligible persons/entities,,
49311,24656,,Barnes and Thornburg legal clinic,,Direct representation,,,,,Telephone,,Free to eligible persons/entities,,
49306,24656,,American immigration lawyers association,,Direct representation,,,,,Telephone,,Free to eligible persons/entities,,
38506,24646,,Foreclosure defense hotline,,Direct representation,,,,,Telephone,,Free to everyone,,
38496,24646,,Domestic violence program - downtown,,Direct representation,,,,,Telephone,,Free to everyone,,
38491,24646,,Domestic violence program - South Chicago,,Direct representation,,,,,Telephone,,Free to everyone,,
38486,24646,,Domestic violence program - Pilsen,,Direct representation,,,,,Telephone,,Free to everyone,,
38481,24646,,Domestic violence program - Austin,,Direct representation,,,,,Telephone,,Free to everyone,,
38476,24646,,Legal advocates for people with disabilities,,Direct representation,,,,,Telephone,,Sliding scale based on income,,
38471,24646,,Legal advocates for seniors,,Direct representation,,,,,Telephone,,Sliding scale based on income,,
38466,24646,,Legal advocates for consumers in debt,,Direct representation,,,,,Telephone,,Sliding scale based on income,,
38461,24646,,Environmental law program,,Direct representation,,,,,Telephone,,Sliding scale based on income,,
38446,25131,,Free legal information and forms in Jasper County,,Legal self-help center,http://www.newtonpl.com/,,,,,,Free to everyone,,
38396,25121,,Free legal information and forms in Jackson County,,Legal self-help center,http://www.law.siu.edu/lawlib/info/faqs.html#selfhelp,,,,,,Free to everyone,,
38291,25121,,Free legal information and forms in Jackson County,,Legal self-help center,http://carbondalepubliclibrary.org/,,,,,,Free to everyone,,
37816,25011,,Free legal information and forms in Henry County,,Legal self-help center,http://www.kewaneelibrary.org/,,,,,,Free to everyone,,
37736,25011,,Free legal information and forms in Henry County,,Legal self-help center,https://www.facebook.com/cambridgeillibrary/,,,,,,Free to everyone,,
37711,25006,,Free legal information and forms in Henderson County,,Legal self-help center,http://www.hendersoncolibrary.com/,,,,,,Free to everyone,,
37651,24831,,Free legal help for Chapter 7 bankruptcies in DuPage County,,Direct representation,,,,,Telephone,,Free to eligible persons/entities,,
37636,24831,,Free legal help for family issues in DuPage County,,Direct representation,,,,,Telephone,,Free to eligible persons/entities,,
37436,24641,,Free legal services to people with civil rights problems in Illinois,,Direct representation,,,,,Telephone,,Free to everyone,,
37366,24921,,Free legal information and forms in Ford County,,Legal self-help center,http://www.pipercitylibrary.lib.il.us/,,,,,,Free to everyone,,
