id,organization_id,program_id,name,alternate_name,description,url,email,status,interpretation_services,application_process,wait_time,fees,accreditations,licenses
111176,24726,,Free legal advice for immigrants,,Direct representation,,,,,TelephonePlease leave a message and we will call you back within 2 business days.,,Free to everyone,,
110956,25581,,Free legal information and forms in Piatt County,,Legal self-help center,https://www.facebook.com/Willow-Branch-Township-Library-190605167751359/,,,,"",,Free to everyone,,
110896,51926,,Free legal information and forms in DuPage County,,Legal self-help center,http://www.wcpld.info/,,,,"",,Free to everyone,,
108216,131321,,IL-AFLAN,,Direct representation,,,,,"TelephoneCall when you have time to talk to a lawyer, with any relevant documents in front of you. Please listen to phone prompts. If the wait is more than 10 minutes you will be able to schedule a callback. We also serve qualified spouses and dependents.",,Free to eligible persons/entities,,
107761,25251,,Legal Help for Domestic Abuse in SW Illinois,,Direct representation,,,,,Online through IllinoisLegalAid.org,,Free to everyone,,
107756,25251,,Legal Help for Domestic Abuse in Southern Illinois,,Direct representation,,,,,Online through IllinoisLegalAid.org,,Free to everyone,,
107751,25251,,Legal Help for Domestic Abuse in Central Illinois,,Direct representation,,,,,Online through IllinoisLegalAid.org,,Free to everyone,,
107746,25251,,Legal Help for Domestic Abuse in Eastern Illinois,,Direct representation,,,,,Online through IllinoisLegalAid.org,,Free to everyone,,
107741,25251,,"Legal Help for Domestic Abuse in Clinton, Fayette, Monroe, Randolph, St. Clair and Washington Counties",,Direct representation,,,,,Online through IllinoisLegalAid.org,,Free to everyone,,
107096,107041,,"Quality, low cost immigration legal services",,Direct representation,,,,,"Telephone

    Walk-in

    Email",,Flat fee regardless of income,,
106706,25566,,Free legal information and forms in Peoria County,,Legal self-help center,http://www.metecresourcecenter.com/,,,,"",,Free to everyone,,
105921,25231,,McCutcheon legal clinic,,Direct representation,,,,,"Telephone

    Walk-inAll clinics are walk-in only, we do not make appointments.

Call 312-341-1070, select your preferred language, and choose option 4 for more information about LAF's legal clinics.Walk-in clients are seen on a first-come, first-served basis. Doors open at 4PM. If you arrive before the clinic closes, you will be seen.",,Free to eligible persons/entities,,
101806,24876,,Employment rights helpline for people with disabilities,,Direct representation,,,,,"Telephone

    Online

    EmailPlease send an email with your name, contact information, and a short description of your request. We do our best to respond as soon as possible, but guarantee that we will respond within 3 working days.Please leave a voicemail with your name, contact information, and a short description of your request. We do our best to return calls as soon as possible, but guarantee that we will return your call within 3 working days.Our Helpline questionnaire is available at the link below. Please download, complete it, and email it to us at employment@equipforequality.org. We do our best to respond as soon as possible, but guarantee that we will respond within 3 working days.",,Free to everyone,,
101146,25491,,Immigration help for Cook County residents outside of Chicago,,Direct representation,,,,,"Telephone

    Email

    Online through IllinoisLegalAid.orgOr you can email us to set an appointment.Please call to set an appointment.",,Flat fee regardless of income,,
100171,25491,,Free immigration help for Chicago residents,,Direct representation,,,,,"Telephone

    Email

    Online through IllinoisLegalAid.orgOr you can email us to set an appointment.Please call to set an appointment.",,Flat fee regardless of income,,
99161,25311,,Help for victims of crime in Cook County (VLAN),,Direct representation,,,,,"Telephone

    Online through IllinoisLegalAid.org",,Free to eligible persons/entities,,
97546,24441,,Civil Rights Team,,Direct representation,,,,,"Telephone

    Walk-in

    EmailConsumer sends an email.  Consumer leaves a message.  We respond within 24-48 hours.Consumer calls our legal intake line.  Consumer leaves a message.  We call back within 24-48 hours.We prefer to conduct intake over the phone.  If a consumer, without an appointment,  walks into our office, we may or may not be available to conduct an intake/interview.",,Free to everyone,,
95456,25031,,Illinois JusticeCorps,,Legal information and education (not a legal self-help center),,,,,"",,Free to everyone,,
94711,25851,,Social Security Benefits Legal Aid,,Direct representation,,,,,"Telephone

    Walk-inPlease call the Law Center to set up an intake appointment.When you arrive at the office for your intake appointment we will ask you a host of questions to get familiar with your case. Upon reviewing your intake at UPLC's weekly case review meeting, we will promptly determine if we can assist or not.",,Free to everyone,,
94706,25851,,Tenant-Landlord Legal Aid,,Direct representation,,,,,"Walk-inPlease call or visit the Law Center and ask to set up an appointment for an intake.First come, first served",,Free to everyone,,
93946,24916,,free legal help for people under arrest,,Direct representation,,,,,Telephone18005297374,,Free to everyone,,
93286,25181,,Low-cost legal services,,Direct representation,,,,,"Online

    Online through IllinoisLegalAid.orgClick the link below, read the instructions, and fill out the form.",,Flat fee regardless of income,,
92921,25291,,Free legal assistance to arts organizations,,Direct representation,,,,,OnlineWe serve artists and arts organizations of all kinds.  Please submit our online application. We will contact you by telephone within several days to discuss next steps.,,Sliding scale based on income,,
91721,91676,,Free legal information and forms in Cook County,,Legal self-help center,http://www.rollingmeadowscourt.us/,,,,"",,Free to everyone,,
91706,91676,,Free legal information and forms in Cook County,,Legal self-help center,http://www.cookcountycourt.org/ABOUTTHECOURT/MunicipalDepartment/SixthMunicipalDistrictMarkham.aspx,,,,"",,Free to everyone,,
91696,91676,,Free legal information and forms in Cook County,,Legal self-help center,http://www.thedaleycenter.com/,,,,"",,Free to everyone,,
91691,91676,,Free legal information and forms in Cook County,,Legal self-help center,https://www.kentlaw.iit.edu/institutes-centers/center-for-access-to-justice-and-technology/self-help-web-center,,,,"",,Free to everyone,,
91326,90256,,Free legal help in East St. Louis to low-income persons,,Direct representation,,,,,TelephonePlease call us to learn if you qualify for free legal help and to schedule an appointment.,,Free to eligible persons/entities,,
91161,24641,,Free legal help to victims of hate crimes,,Direct representation,,,,,"Telephone

    EmailSend an email describing your issue. Please include your contact information.Please call to speak with legal staff at the Hate Crimes Project.",,Free to everyone,,
91051,25241,,Free legal information and forms in Lake County,,Legal self-help center,http://deerfieldlibrary.org/,,,,"",,Free to everyone,,
90536,25791,,Peoria Peoria Friendship House,,Direct representation,,,,,TelephoneCall Monday or Wednesday 10-3.,,Sliding scale based on income,,
90346,25791,,Free and low-cost immigration help for people in the Champaign area,,Direct representation,,,,,"TelephoneTo get legal help, you must set up an intake appointment. Please call our office on Mondays or Wednesdays from 10 a.m. to 4 p.m.",,Sliding scale based on income,,
89636,25791,,Free and low-cost immigration help,,Direct representation,,,,,"TelephoneTo get legal help, you must set up an intake appointment. Please call our office on Mondays or Wednesdays from 10 a.m. to 4 p.m.",,Sliding scale based on income,,
89016,88956,,Free domestic violence legal services,,Direct representation,,,,,"Telephone

    EmailPlease email us to request an intake appointment.Please call us to make an intake appointment.",,Free to everyone,,
89006,88956,,"Free legal services in Highland Park, Highwood, and West Deerfield Township",,Direct representation,,,,,"Telephone

    EmailEmail us to request an appointment and provide us with your name, contact number, and the best time to reach you.  We will get back to you by the next business day.Please call to make an intake appointment.  Please feel free to leave a message and we will get back to you by the next business day.",,Free to eligible persons/entities,,
88501,25076,,Free pension legal assistance,,Direct representation,,,,,"Telephone

    OnlineCall our toll free line at 1-888-425-6067 to apply for assistance.  If we do not answer immediately, please leave a message.  We will get back to you within 2 business days.Click on the link below and fill out the form and submit it to request assistance. Someone will contact you by phone or email within 2 business days.",,Free to everyone,,
86981,24881,,Immigration legal services,,Direct representation,,,,,"Walk-inWalk-in consultations are every Tuesday at 8am and Saturday at 8:45am at 1347 W Erie St. Potential clients are seen on a first-come, first-served basis.",,Flat fee regardless of income,,
86921,25066,,LiveHelp program,,Legal information and education (not a legal self-help center),,,,,"",,Free to everyone,,
86836,25246,,Legal information and help for the LGBT and People Living with HIV communities,,Direct representation,,,,,"Telephone

    Online

    EmailPlease call out Help Desk at 312-663-4413 x 350.Go to http://www.lambdalegal.org/help/online-form",,Free to everyone,,
84526,25611,,Pro bono support for volunteers and legal aid programs,,"Policy, impact litigation, support or other",,,,,"",,Free to eligible persons/entities,,
84361,24576,,Advice desk - Tuesday night supper,,Direct representation,,,,,Walk-in,,Free to eligible persons/entities,,
84321,24576,,Legal assistance advice line,,Direct representation,,,,,TelephonePlease call to set up an appointment for us to verify your income and your eligibility for our services.,,Free to eligible persons/entities,,
83176,25286,,Helpline for renters living in foreclosed properties in Suburban Cook County,,Direct representation,,,,,"TelephoneLeave a message with your name, phone #, and address of the foreclosed property. We will call you back within 7 days, on average. If you received a summons to eviction court at the Daley Center, contact our eviction defense service (312-347-7600).",,Free to everyone,,
83171,25286,,Free legal help for Chicago renters,,Direct representation,,,,,"Telephone

    Online through IllinoisLegalAid.orgLeave a message with your name, phone #, and address of the property in foreclosure. We will return your call within 7 days, on average. Renters who have received a summons to eviction court should call our intake line (312) 347-7600.",,Free to eligible persons/entities,,
77276,25126,,Skokie Expungement Desk,,Direct representation,,,,,Walk-inWe recommend you arrive early to receive service.,,Free to everyone,,
77271,25126,,Free legal services for youth and families,,Direct representation,,,,,TelephoneContact us to request services and to go through intake by phone.  You may also call us to request an appointment for an in-person intake.,,Free to eligible persons/entities,,
76936,25086,,Illinois Lawyer Finder,,Lawyer referral service,,,,,"Telephone

    OnlinePlease call 800-922-8757 Monday through Friday from 9:00am - 2:00pm. We charge no referral fee, and our operators can put you in touch with a lawyer in your area who will provide an initial consultation for no more than $25 for 30 minutes.Search for a lawyer on our website 24/7.",,Free to everyone,,
68751,25781,,Lawyer Referral Service,,Lawyer referral service,,,,,"Telephone

    OnlineCall (312) 554-2001 to get a referral for a lawyer. If you meet with the lawyer we refer, the lawyer will collect $30 at the initial consultation (which goes towards the operating costs of our service).Search our website for a lawyer by area of law.",,Flat fee regardless of income,,
68426,24741,,Lawyer Referral Service,,Lawyer referral service,,,,,"TelephoneCall our office at 312-630-1157, Monday to Friday between 11am - 3pm for referrals to private lawyers.",,Free to everyone,,
68101,24836,,Lawyer Referral Service,,Lawyer referral service,,,,,"Telephone

    OnlineCall 630-653-9109 between 9:00am - 4:30pm Monday through Friday.Search our website to find a lawyer.",,Free to everyone,,
68096,25236,,Lawyer Referral Service,,Lawyer referral service,,,,,"Telephone

    OnlineCall our office for a private referral.Search for a lawyer in Lake County by area of law 24/7.",,Free to everyone,,
68091,25321,,Lawyer Referral Service,,Lawyer referral service,,,,,"",,Free to everyone,,
68086,25516,,Lawyer Referral Service,,Lawyer referral service,,,,,"Telephone

    OnlineCall us at 847-221-2681.Search our website for a lawyer to help you.",,Flat fee regardless of income,,
68081,25196,,Lawyer Referral Service,,Lawyer referral service,,,,,"Telephone

    OnlineCall us at (630) 762-1900.Use our website's 'Find a Lawyer' tool to search for a lawyer to help.",,Free to everyone,,
68076,25506,,Lawyer Referral Service,,Lawyer referral service,,,,,"",,Free to everyone,,
68071,25561,,Lawyer Referral Service,,Lawyer referral service,,,,,TelephonePlease call 309-674-1224 to ask for a lawyer referral.,,Free to everyone,,
68066,25741,,Lawyer Referral Service,,Lawyer referral service,,,,,"",,Free to everyone,,
68056,25911,,Lawyer Referral Service,,Lawyer referral service,,,,,OnlineUse our website to find a lawyer.,,Flat fee regardless of income,,
67401,25896,,Lawyer Referral Service,,Lawyer referral service,,,,,"",,Flat fee regardless of income,,
64196,25251,,Free legal help for seniors in Scott County,,Direct representation,,,,,TelephoneYou must speak to someone by phone or in-person to receive service.,,Free to everyone,,
64186,25251,,Free legal help for seniors in Sangamon County,,Direct representation,,,,,TelephoneYou must speak to someone by phone or in-person to receive service.  Please call our Sangamon office at (217) 529-8400 or (800) 252-8629 to make an appointment.,,Free to everyone,,
64176,25251,,Free legal help for seniors in Morgan County,,Direct representation,,,,,TelephoneYou must speak to someone by phone or in-person to receive service.,,Free to everyone,,
63846,25251,,Free legal help for seniors in Montgomery County,,Direct representation,,,,,TelephoneYou must speak to someone by phone or in-person to receive service.,,Free to everyone,,
63516,25251,,Free legal help for seniors in Menard County,,Direct representation,,,,,TelephoneYou must speak to someone by phone or in-person to receive service.,,Free to everyone,,
61876,25921,,Free legal information and forms in Williamson County,,Legal self-help center,,,,,"",,Free to everyone,,
61871,25921,,Free legal information and forms in Williamson County,,Legal self-help center,,,,,"",,Free to everyone,,
60891,24761,,Free legal information and forms in Crawford County,,Legal self-help center,,,,,"",,Free to everyone,,
54736,25251,,Free legal help for seniors in Mason County,,Direct representation,,,,,TelephoneYou must speak to someone by phone or in-person to receive service.,,Free to everyone,,
54726,25251,,Free legal help for seniors in Macoupin County,,Direct representation,,,,,TelephoneYou must speak to someone by phone or in-person to receive service.,,Free to everyone,,
54716,25251,,Free legal help for seniors in Logan County,,Direct representation,,,,,TelephoneYou must speak to someone by phone or in-person to receive service.,,Free to everyone,,
54696,25251,,Free legal help for seniors in Jersey County,,Direct representation,,,,,TelephoneYou must speak to someone by phone or in-person to receive service.,,Free to everyone,,
54681,25251,,Free legal help for seniors in Greene County,,Direct representation,,,,,TelephoneYou must speak to someone by phone or in-person to receive service.,,Free to everyone,,
54341,25251,,Free legal help for seniors in Christian County,,Direct representation,,,,,TelephoneYou must speak to someone by phone or in-person to receive service.,,Free to everyone,,
53951,24546,,Criminal records advice desk at Markham Courthouse,,Direct representation,,,,,"Walk-inHelp desk visitors are served on a first-come, first-served basis. We strongly recommend that people seeking assistance arrive at 8:30 AM.",,Free to everyone,,
53301,24876,,Special education helpline,,Direct representation,,,,,"Telephone

    OnlinePlease leave a message.  We will call you back within 3 business days.",,Free to everyone,,
53296,24876,,Free legal services to people with disabilities,,Direct representation,,,,,"Telephone

    OnlinePlease leave a message.  We will call you back within 3 business days.",,Free to everyone,,
52971,24851,,Free legal information and forms in Edwards County,,Legal self-help center,,,,,"",,Free to everyone,,
51961,25251,,Free legal help for seniors in Cass County,,Direct representation,,,,,TelephoneYou must speak to someone by phone or in-person to receive service.,,Free to everyone,,
51936,51926,,Free legal information and forms in DuPage County,,Legal self-help center,https://www.dupageco.org/lawlibrary/,,,,"",,Free to everyone,,
51911,24546,,Chicago legal advocacy for incarcerated mothers (CLAIM),,Direct representation,,,,,TelephonePlease call and follow the recorded instructions.  You may also call collect at 312-675-0911.,,Free to everyone,,
51906,25581,,Free legal information and forms in Piatt County,,Legal self-help center,,,,,"",,Free to everyone,,
51871,25221,,Free legal information and forms in Kendall County,,Legal self-help center,http://www.co.kendall.il.us/circuit-clerk/,,,,"",,Free to everyone,,
51846,24766,,Free legal information and forms in Cumberland County,,Legal self-help center,https://www.facebook.com/Sumpter-Township-Public-Library-182040942142723/,,,,"",,Free to everyone,,
51821,25581,,Free legal information and forms in Piatt  County,,Legal self-help center,https://www.facebook.com/BlueRidgeTwpPublicLibrary/,,,,"",,Free to everyone,,
51751,25581,,Free legal information and forms in Piatt County,,Legal self-help center,http://www.hopeweltylibrary.com/,,,,"",,Free to everyone,,
51731,25581,,Free legal information and forms in Piatt County,,Legal self-help center,http://www.ahlibrary.com/,,,,"",,Free to everyone,,
51721,25581,,Free legal information and forms in Piatt County,,Legal self-help center,http://monticellolibrary.org/,,,,"",,Free to everyone,,
51716,25726,,Free legal information and forms in Shelby County,,Legal self-help center,https://www.facebook.com/Moweaqua-Public-Library-1398954943724799/,,,,"",,Free to everyone,,
51706,25726,,Free legal information and forms in Shelby County,,Legal self-help center,http://drypointtownshiplibrary.org/Dry_Point_Township_Library/Home.html,,,,"",,Free to everyone,,
51671,25726,,Free legal information and forms in Shelby County,,Legal self-help center,https://www.facebook.com/pg/herricktownshiplibrary/about/?ref=page_internal,,,,"",,Free to everyone,,
51661,25726,,Free legal information and forms in Shelby County,,Legal self-help center,http://shelbyville.lib.il.us/,,,,"",,Free to everyone,,
51646,25696,,Free legal information and forms in Scott County,,Legal self-help center,https://www.facebook.com/Winchester-Public-Library-111755365528686/,,,,"",,Free to everyone,,
51616,25676,,Free legal information and forms in Saline County,,Legal self-help center,http://www.eldoradomemoriallibrary.com/,,,,"",,Free to everyone,,
51596,25676,,Free legal information and forms in Saline  County,,Legal self-help center,http://www.harrisburglibrary.org/,,,,"",,Free to everyone,,
51586,25661,,Free legal information and forms in Rock Island County,,Legal self-help center,http://www.rockislandcounty.org/Home.aspx,,,,"",,Free to everyone,,
51576,25656,,Free legal information and forms in Richland County,,Legal self-help center,http://olneypubliclibrary.org/,,,,"",,Free to everyone,,
51561,25641,,Free legal information and forms in Randolph County,,Legal self-help center,http://www.chesterpubliclibrary.com/,,,,"",,Free to everyone,,
51556,25631,,Free legal information and forms in Putnam County,,Legal self-help center,http://www.co.putnam.il.us/,,,,"",,Free to everyone,,
51551,25626,,Free legal information and forms in Pulaski County,,Legal self-help center,https://www.facebook.com/Mounds-Public-Library-1456307834672359/timeline,,,,"",,Free to everyone,,
51546,25591,,Free legal information and forms in Pope County,,Legal self-help center,http://golcondapubliclibrary.tripod.com/index.html,,,,"",,Free to everyone,,
51536,25571,,Free legal information and forms in Perry County,,Legal self-help center,http://duquoinlibrary.org/,,,,"",,Free to everyone,,
51526,25571,,Free legal information and forms in Perry County,,Legal self-help center,http://pinckneyvillelibrary.com/,,,,"",,Free to everyone,,
51521,25566,,Free legal information and forms in Peoria County,,Legal self-help center,http://10thcircuitcourtil.org/175/Self-Help-Information,,,,"",,Free to everyone,,
51516,25541,,Free legal information and forms in Ogle County,,Legal self-help center,http://oglecounty.org/,,,,"",,Free to everyone,,
51511,25481,,Free legal information and forms in Moultrie County,,Legal self-help center,http://www.lovingtonpld.us,,,,"",,Free to everyone,,
51501,25481,,Free legal information and forms in Moultrie County,,Legal self-help center,http://marrowbonepld.com/,,,,"",,Free to everyone,,
51491,25481,,Free legal information and forms in Moultrie County,,Legal self-help center,http://www.arthurlibrary.org/,,,,"",,Free to everyone,,
51476,25476,,Free legal information and forms in Morgan County,,Legal self-help center,http://www.jaxpl.org/,,,,"",,Free to everyone,,
51466,25471,,Free legal information and forms in Montgomery County,,Legal self-help center,http://www.doylepubliclibrary.org/,,,,"",,Free to everyone,,
51456,25471,,Free legal information and forms in Montgomery County,,Legal self-help center,http://www.montgomerycountymd.gov/circuitcourt/court/lawlibrary/lawlibrary.html,,,,"",,Free to everyone,,
51451,25471,,Free legal information and forms in Montgomery County,,Legal self-help center,http://www.litchfieldpubliclibrary.org/,,,,"",,Free to everyone,,
51431,25471,,Free legal information and forms in Montgomery County,,Legal self-help center,http://www.montgomerycountymd.gov/circuitcourt/court/lawlibrary/lawlibrary.html,,,,"",,Free to everyone,,
51426,25436,,Free legal information and forms in McLean County,,Legal self-help center,http://mcleancountyil.gov/,,,,"",,Free to everyone,,
51421,25431,,Free legal information and forms in McHenry County,,Legal self-help center,https://www.co.mchenry.il.us/home,,,,"",,Free to everyone,,
51416,25426,,Free legal information and forms in McDonough County,,Legal self-help center,http://wiu.edu/libraries/info/malpassLibrary.php,,,,"",,Free to everyone,,
51401,25426,,Free legal information and forms in McDonough County,,Legal self-help center,,,,,"",,Free to everyone,,
51371,25426,,Free legal information and forms in McDonough County,,Legal self-help center,https://www.facebook.com/Blandinsville-Hire-District-Library-193826953981737/,,,,"",,Free to everyone,,
51361,25426,,Free legal information and forms in McDonough County,,Legal self-help center,http://www.macomb.lib.il.us/,,,,"",,Free to everyone,,
51356,25421,,Free legal information and forms in Massac County,,Legal self-help center,http://www.metropolispubliclibrary.com/,,,,"",,Free to everyone,,
51351,25416,,Free legal information and forms in Mason County,,Legal self-help center,http://www.havana.lib.il.us/,,,,"",,Free to everyone,,
51346,25411,,Free legal information and forms in Marshall County,,Legal self-help center,https://laconlibrary.wordpress.com/,,,,"",,Free to everyone,,
51341,25401,,Free legal information and forms in Marion County,,Legal self-help center,,,,,"",,Free to everyone,,
51331,25401,,Free legal information and forms in Marion County,,Legal self-help center,http://www.centralialibrary.org/,,,,"",,Free to everyone,,
51321,25401,,Free legal information and forms in Marion County,,Legal self-help center,http://www.salembbl.lib.il.us/,,,,"",,Free to everyone,,
51316,25391,,Free legal information and forms in Madison County,,Legal self-help center,http://www.co.madison.il.us/,,,,"",,Free to everyone,,
51306,25386,,Free legal information and forms in Macoupin County,,Legal self-help center,http://www.carlinvillelibrary.org/,,,,"",,Free to everyone,,
51301,25381,,Free legal information and forms in Macon County,,Legal self-help center,http://cclerk.co.macon.il.us/Home.aspx,,,,"",,Free to everyone,,
51291,25341,,Free legal information and forms in Logan County,,Legal self-help center,http://www.mtpulaskiil.com/mtpulaskiilWEBsite/library/libraryp1.htm,,,,"",,Free to everyone,,
51281,25341,,Free legal information and forms in Logan County,,Legal self-help center,http://www.lincolnpubliclibrary.org/,,,,"",,Free to everyone,,
51276,25596,,Wheaton Office - Legal help for seniors,,Direct representation,,,,,"Telephone

    Online through IllinoisLegalAid.org",,Free to everyone,,
51271,25331,,Free legal information and forms in Livingston County,,Legal self-help center,http://www.dominymemoriallibrary.org/,,,,"",,Free to everyone,,
51261,25596,,Wheaton Office - Legal help for people affected by HIV/AIDS,,Direct representation,,,,,"Telephone

    Online through IllinoisLegalAid.org",,Free to eligible persons/entities,,
51256,25596,,Wheaton Office - Legal help for homelessness issues,,Direct representation,,,,,"Telephone

    Online through IllinoisLegalAid.org",,Free to everyone,,
51251,25331,,Free legal information and forms in Livingston County,,Legal self-help center,http://www.odelllibrary.com/,,,,"",,Free to everyone,,
51241,25331,,Free legal information and forms in Livingston County,,Legal self-help center,http://www.pontiac.org/index.aspx?nid=505,,,,"",,Free to everyone,,
51236,25301,,Free legal information and forms in Lee County,,Legal self-help center,http://www.leecountyil.com/,,,,"",,Free to everyone,,
51226,25301,,Free legal information and forms in Lee County,,Legal self-help center,http://www.discoverdixon.org/library.html,,,,"",,Free to everyone,,
51196,25221,,Free legal information and forms in Kendall County,,Legal self-help center,http://www.cbplib.us/,,,,"",,Free to everyone,,
51181,25221,,Free legal information and forms in Kendall County,,Legal self-help center,http://www.planolibrary.info/,,,,"",,Free to everyone,,
51156,25221,,Free legal information and forms in Kendall County,,Legal self-help center,http://www.oswego.lib.il.us/,,,,"",,Free to everyone,,
51136,25221,,Free legal information and forms in Kendall County,,Legal self-help center,http://www.yorkville.lib.il.us/,,,,"",,Free to everyone,,
51081,25746,,Legal information and forms in St. Clair County,,Legal self-help center,http://www.circuitclerk.co.st-clair.il.us/Pages/default.aspx,,,,"",,Free to everyone,,
51036,25281,,Free legal information and forms in Lawrence County,,Legal self-help center,http://www.lawpubliclibrary.org/,,,,"",,Free to everyone,,
50981,25256,,Free legal information and forms in LaSalle County,,Legal self-help center,http://lasallecounty.com/,,,,"",,Free to everyone,,
50931,25241,,Free legal information and forms in Lake County,,Legal self-help center,http://www.19thcircuitcourt.state.il.us/1259/Law-Library,,,,"",,Free to everyone,,
50861,25226,,Free legal information and forms in Knox  County,,Legal self-help center,http://galesburglibrary.org/,,,,"",,Free to everyone,,
50781,25216,,Free legal information and forms in Kankakee County,,Legal self-help center,http://www.co.kankakee.il.us/,,,,"",,Free to everyone,,
50661,25751,,Free legal information and forms in Stark County,,Legal self-help center,http://www.toulonpld.org/,,,,"",,Free to everyone,,
50631,25756,,Free legal information and forms in Stephenson County,,Legal self-help center,http://www.freeportpubliclibrary.org/,,,,"",,Free to everyone,,
50616,25856,,Free legal information and forms for Vermilion County,,Legal self-help center,http://hooplib.org/,,,,"",,Free to everyone,,
50456,25856,,Free legal information and forms for Vermilion County,,Legal self-help center,http://www.danville.lib.il.us/index.html,,,,"",,Free to everyone,,
50351,25796,,Small business solution station,,Direct representation,,,,,"Walk-inCall for initial screening before completing the application available at: http://www.thelawproject.org/Apply/.  A $35 application fee is required.Walk-ins are seen on a first-come, first-served basis.",,Free to everyone,,
50346,25796,,Employer hotline,,Direct representation,,,,,"EmailTo schedule an appointment, fill out the intake form at https://www.clccrul.org/community-law-project#employer-banner or email Jody at jadler@clccrul.org.",,Free to everyone,,
50316,25796,,Legal services for small businesses,,Direct representation,,,,,TelephoneCall for initial screening before completing the application available at: https://www.clccrul.org/get-help-from-clp.  A $35 application fee is required.,,Free to eligible persons/entities,,
50306,25201,,Free legal information and forms in Kane County,,Legal self-help center,http://www.kclawlibrary.org/,,,,"",,Free to everyone,,
50281,25171,,Free legal information and forms in Johnson County,,Legal self-help center,,,,,"",,Free to everyone,,
50241,25146,,Free legal information and forms in Jo Daviess County,,Legal self-help center,http://www.galenalibrary.org/online/,,,,"",,Free to everyone,,
50226,25141,,Free legal information and forms in Jersey County,,Legal self-help center,http://www.jerseyvillelibrary.org/,,,,"",,Free to everyone,,
50206,25136,,Free legal information and forms in Jefferson County,,Legal self-help center,http://mtvbrehm.org/,,,,"",,Free to everyone,,
50156,25796,,Legal services for nonprofits,,Direct representation,,,,,"TelephoneCall for initial screening before completing the application, available at: https://www.clccrul.org/get-help-from-clp.  An application fee is required; the amount is based on the size of your organization's budget.",,Free to everyone,,
49961,24886,,Spanish intake line for people being investigated by DCFS,,Direct representation,,,,,TelephoneCall 312-251-9800 ext. 14 on Monday or Thursday from 9:00 to 5:00 to leave a message.  We will return your call within 24 to 48 hours.,,Sliding scale based on income,,
49956,24886,,Expedited intake line for people being investigated by DCFS,,Direct representation,,,,,TelephoneCall 312-251-9800 ext. 19 Monday through Friday from 9:00 to 5:00 to leave a message.  We will return your call within 24 to 48 hours.,,Sliding scale based on income,,
49951,24886,,Legal advice for people being investigated by DCFS,,Direct representation,,,,,TelephoneCall 312-251-9800 ext. 18 on Monday or Thursday from 9:00 to 5:00 to leave a message.  We will return your call within 24 to 48 hours.,,Sliding scale based on income,,
